curve_level_data,,,,,,,,,,,,,,
37D,23,37D_25,25,28.0074157,0.038465145,27.96988462,28.08394615,301.1574157,135.846641,201.2820466,97.38570845,177.5306083,96,0.114061538
37D,23,37D_30,30,30.71344514,0.023545172,30.68143077,30.76126154,303.8634451,168.9640781,226.1967786,90.28570603,184.1876796,97,0.079830769
37D,23,37D_35,35,33.04989964,0.058290425,32.98924615,33.15274615,306.1998996,198.603053,240.1702833,82.68625965,190.2723345,96,0.1635
37D,23,37D_40,40,35.9649342,0.075093424,35.71906,36.03405385,309.1149342,216.5124112,258.629819,66.37622504,214.6873648,97,0.314993846
38D,23,38D_15,15,21.35216585,0.183097715,21.18704643,21.74369667,294.5021658,91.17825071,174.2935157,137.7810265,208.7312079,96,0.556650238
38D,23,38D_20,20,24.46522406,0.10176818,24.37128519,24.68895806,297.6152241,127.3078049,213.7979375,135.1653476,219.2000594,96,0.317672879
38D,23,38D_25,25,27.53673543,0.052286268,27.47999643,27.64200968,300.6867354,167.8503012,247.6461222,126.7071676,222.3065275,96,0.162013249
38D,23,38D_30,30,30.72471757,0.146430287,30.56190357,31.0222871,303.8747176,230.5367231,285.1318121,123.0376011,232.1217488,96,0.460383525
38D,23,38D_35,35,33.56114252,0.01954299,33.53853214,33.61093571,306.7111425,267.1931356,318.1272811,105.3849844,252.2575358,96,0.072403571
38D,23,38D_40,40,36.71661043,0.112396747,36.58046296,36.87912593,309.8666104,305.6962208,347.0914516,86.68640645,296.9281859,96,0.298662963
39D,23,39D_20,20,24.40042973,0.043403283,24.36346667,24.49389355,297.5504297,162.7886484,269.4795756,174.0973891,277.1367673,96,0.130426882
39D,23,39D_25,25,27.186326,0.101759385,27.08104286,27.40104194,300.336326,219.4377899,326.2414038,172.1617759,296.8939677,96,0.319999078
39D,23,39D_30,30,29.94331902,0.064508331,29.88089643,30.06237,303.093319,264.5666326,367.4209432,153.6202164,304.7440323,96,0.181473571
39D,23,39D_40,40,36.0387038,0.060953367,35.95597143,36.18169286,309.1887038,383.7248466,431.7795569,116.7396793,359.3518821,96,0.225721429
3D,37,3D_15,15,22.01856246,0.017054699,21.98886154,22.06550769,295.1685625,90.33169664,161.5664687,126.489008,186.9373307,96,0.076646154
3D,37,3D_25,25,26.96036837,0.053687435,26.87179167,27.1041,300.1103684,133.6067193,189.8855817,107.4664713,174.3768259,96,0.232308333
3D,37,3D_30,30,29.68447244,0.157132868,29.51423846,29.98982667,302.8344724,198.349388,225.6292006,118.4445621,188.4626246,96,0.475588205
3D,37,3D_35,35,31.85620605,0.114523332,31.70295385,32.105625,305.006206,229.7313601,253.4015442,108.6000727,202.3873669,96,0.402671154
3D,37,3D_40,40,34.6017848,0.077440225,34.49192308,34.72923077,307.7517848,357.6346316,340.3771344,126.4188416,272.8651953,96,0.237307692
40D,23,40D_15,15,21.81109344,0.239404718,21.60622593,22.37016452,294.9610934,112.8033656,187.1602714,161.7406408,218.8723178,96,0.76393859
40D,23,40D_20,20,24.99065126,0.198860164,24.80135185,25.43957333,298.1406513,151.0456656,219.8367634,151.2036127,219.931478,96,0.638221481
40D,23,40D_25,25,27.91029335,0.065052401,27.84924815,28.06311,301.0602933,181.3486533,236.4537221,131.3964977,209.2960548,96,0.213861852
40D,23,40D_30,30,30.8084952,0.038818068,30.76258519,30.93162963,303.9584952,215.3733091,253.2169298,113.9134636,205.7796233,96,0.169044444
40D,23,40D_35,35,33.43398106,0.144194486,33.277,33.67254516,306.5839811,248.3136052,261.1139359,99.26366223,206.9488856,96,0.395545161
40D,23,40D_40,40,36.46487937,0.085422992,36.24497667,36.58026207,309.6148794,288.0286284,269.3827474,83.83409897,227.9330347,96,0.335285402
41D,23,41D_15,15,21.10063119,0.043744662,21.04272593,21.18707742,294.2506312,84.03875252,157.8127362,130.7088563,191.4938821,96,0.144351493
41D,23,41D_20,20,24.11723339,0.046157819,24.05312593,24.206075,297.2672334,108.855203,178.8582542,120.1808572,186.4397532,96,0.152949074
41D,23,41D_25,25,26.75536821,0.055096935,26.69505714,26.87633226,299.9053682,124.8038961,173.6557521,102.6840101,160.8132506,96,0.181275115
41D,23,41D_30,30,30.06403488,0.01628032,30.02672857,30.09955185,303.2140349,161.3895084,185.5089842,92.49529681,153.3808258,96,0.07282328
41D,23,41D_35,35,33.01627131,0.171127844,32.84638519,33.39382581,306.1662713,182.9300869,186.975672,76.43296297,148.135112,96,0.547440621
41D,23,41D_40,40,36.15331547,0.05366486,36.01356333,36.22986667,309.3033155,226.6397676,201.214551,68.13376359,168.1660897,96,0.216303333
42D,23,42D_15,15,23.44275306,0.524236082,22.69064167,24.36977143,296.5927531,58.06782063,92.6903605,69.17317848,99.83636791,97,1.679129762
42D,23,42D_20,20,25.67328767,0.234186061,25.41396923,26.18773333,298.8232877,75.45430413,103.2995845,69.99534562,100.1999419,97,0.773764103
42D,23,42D_25,25,28.53274427,0.220325782,28.31756154,29.05154375,301.6827443,89.57277368,107.5721264,60.62722929,93.13519481,96,0.733982212
42D,23,42D_30,30,31.49437851,0.160539881,31.33333077,31.86481875,304.6443785,104.3901976,110.3821911,51.29505875,88.60204467,96,0.531487981
42D,23,42D_35,35,33.96891307,0.133557127,33.86016154,34.26655333,307.1189131,117.3356848,110.0970083,44.33030025,87.54312386,96,0.406391795
42D,23,42D_40,40,36.81302052,0.059421293,36.75736154,36.92742667,309.9630205,139.5188335,111.7007415,39.17072707,95.98332786,96,0.170065128
43D,23,43D_15,15,20.32877328,0.138102409,20.17235357,20.68023548,293.4787733,64.22400978,142.035707,109.1686544,179.5175431,96,0.507881912
43D,23,43D_20,20,23.67716849,0.054516513,23.54261852,23.76528929,296.8271685,89.19058077,158.1134181,103.4735739,168.3599496,96,0.222670767
43D,23,43D_25,25,27.07846031,0.020565718,27.04392258,27.13561481,300.2284603,117.4877674,168.5827428,93.27833649,154.0791408,96,0.091692234
44D,23,44D_15,15,23.63199229,0.049789746,23.5805,23.74154375,296.7819923,109.9580791,183.1191907,128.2185504,195.4164939,96,0.16104375
44D,23,44D_20,20,25.18279203,0.040168349,25.12720769,25.26059231,298.332792,127.6469101,194.0061187,125.0665255,192.3869228,96,0.133384615
44D,23,44D_25,25,29.66416175,0.117117374,29.53140769,29.87796429,302.8141618,185.1298945,190.9852424,110.7941179,159.6162605,96,0.346556593
44D,23,44D_30,30,32.06776308,0.069411433,31.97812308,32.203575,305.2177631,217.2565253,200.9138523,100.4095057,160.0814082,96,0.225451923
44D,23,44D_35,35,34.03524723,0.059420882,33.96704615,34.15223846,307.1852472,232.5268633,199.2828972,87.23869158,158.5588493,96,0.185192308
44D,23,44D_40,40,35.58784542,0.098537938,35.42920769,35.73036154,308.7378454,252.0114416,204.338797,80.35314775,167.5765794,96,0.301153846
45D,23,45D_15,15,20.36604138,0.03632689,20.30301071,20.42167407,293.5160414,74.78658668,143.3206072,126.5776545,180.7829515,96,0.11866336
45D,23,45D_20,20,23.51851358,0.057767431,23.44771,23.64909643,296.6685136,95.52803633,155.2223944,112.8280446,166.5686393,96,0.201386429
45D,23,45D_25,25,27.17504551,0.043933667,27.11195926,27.24714516,300.3250455,127.7532556,163.2830215,100.3545434,148.6612827,96,0.135185902
45D,23,45D_30,30,30.63161517,0.022203411,30.60391481,30.67641429,303.7816152,156.9635195,169.0179188,84.61537211,137.8712288,96,0.072499471
45D,23,45D_35,35,33.85067325,0.213119353,33.670425,34.33777333,307.0006732,185.0420619,167.2300558,70.7869696,132.8395682,96,0.667348333
45D,23,45D_40,40,36.54754642,0.072857424,36.47954815,36.72068387,309.6975464,212.4278003,172.1869823,61.3021338,146.2044349,96,0.241135723
46D,23,46D_15,15,21.68027433,0.043518494,21.61236296,21.75733929,294.8302743,72.53819992,133.1986388,105.573805,156.8230828,96,0.144976323
46D,23,46D_20,20,24.57054917,0.099833429,24.48,24.78082333,297.7205492,104.7886022,161.3266081,109.9497408,164.5839425,96,0.300823333
46D,23,46D_25,25,27.59157673,0.053644085,27.54024444,27.69144286,300.7415767,136.0230328,186.5689284,102.0643674,167.1277089,96,0.151198413
46D,23,46D_30,30,30.776596,0.054934177,30.70823929,30.8785,303.926596,180.316324,212.984824,95.69923747,173.1989593,96,0.170260714
46D,23,46D_35,35,34.12613534,0.109154108,33.99127778,34.37887778,307.2761353,233.2754481,240.8520629,86.68607989,191.8149628,96,0.3876
46D,23,46D_40,40,37.37484988,0.091733618,37.20641935,37.52535714,310.5248499,228.6524251,237.6126441,60.57767928,210.1086859,96,0.318937788
47D,23,47D_20,20,24.03857274,0.092955751,23.95619643,24.24596333,297.1885727,97.58664671,167.7192637,108.6974242,175.4901076,96,0.289766905
47D,23,47D_25,25,27.07437421,0.123092602,26.96251111,27.30646129,300.2243742,129.7610806,190.5609084,103.0690428,174.1949977,96,0.343950179
47D,23,47D_30,30,30.38109526,0.149952292,30.25498889,30.73276774,303.5310953,172.1729162,214.0207533,95.35449115,175.577975,96,0.477778853
47D,23,47D_35,35,33.19796083,0.100370971,33.10173214,33.41217097,306.3479608,209.9522714,235.896243,86.05098336,186.8810427,96,0.310438825
47D,23,47D_40,40,36.00489057,0.066406394,35.93521111,36.20834815,309.1548906,246.3410408,258.8487941,75.20765319,215.1701229,96,0.273137037
49D,23,49D_15,15,21.60357628,0.114650772,21.50597778,21.88854,294.7535763,124.9454028,195.4147527,183.450431,230.9890555,96,0.382562222
49D,23,49D_20,20,24.5067201,0.031495682,24.46092593,24.55893333,297.6567201,150.0626989,216.5899392,158.5847667,221.6281526,96,0.098007407
49D,23,49D_25,25,27.71664696,0.049492407,27.63914286,27.81629286,300.866647,201.5418452,253.2733389,149.1630911,225.8078496,96,0.17715
49D,23,49D_30,30,31.08861204,0.071301228,30.9834963,31.23276429,304.238612,265.4425798,284.5959878,136.2325181,230.0159671,96,0.249267989
49D,23,49D_35,35,33.85455192,0.147094789,33.64404643,34.11085,307.0045519,310.0317059,300.5746699,118.5526764,238.7693675,96,0.466803571
49D,23,49D_40,40,35.70315833,0.051797696,35.63392857,35.78477037,308.8531583,340.389314,310.7352349,107.2357022,255.7249879,96,0.150841799
4D,37,4D_15,15,19.90327774,0.108264364,19.77165926,20.14156333,293.0532777,61.50631899,116.3499372,109.8176486,150.4323606,96,0.369904074
4D,37,4D_20,20,23.72218132,0.168370174,23.54045926,24.10021667,296.8721813,62.21214931,92.13718304,71.8093634,97.89324429,96,0.559757407
4D,37,4D_30,30,29.30782242,0.065580166,29.234875,29.49914815,302.4578224,154.5118502,201.4481737,96.11548022,170.1175639,96,0.264273148
4D,37,4D_35,35,32.32160668,0.136656077,32.18567857,32.55481935,305.4716067,214.3510996,231.0622301,96.42228017,183.6699995,96,0.369140783
4D,37,4D_40,40,34.98245312,0.292752724,34.69452963,35.47669032,308.1324531,203.0763341,190.166007,68.97736086,153.5617967,96,0.782160693
50D,23,50D_15,15,21.73922483,0.167207804,21.53701071,22.05251333,294.8892248,124.2806524,191.6682883,179.6662953,224.9767432,96,0.515502619
50D,23,50D_20,20,24.76969022,0.03606338,24.72801481,24.83454074,297.9196902,150.5093808,217.0655876,154.4378996,219.3939809,96,0.106525926
50D,23,50D_25,25,27.88443766,0.034616051,27.84181071,27.94678519,301.0344377,202.2781764,251.6363357,146.9771245,222.9476491,96,0.104974471
50D,23,50D_30,30,31.11445722,0.59708606,30.94689355,33.74683571,304.2644572,238.6793309,273.6035672,122.1574704,221.026439,101,2.799942166
50D,23,50D_35,35,33.83385685,0.103807807,33.74185185,34.03489032,306.9838568,268.5097561,266.344694,102.8994427,211.5442363,91,0.293038471
50D,23,50D_40,40,36.87930436,0.027701653,36.84639643,36.93876667,310.0293044,311.7755691,273.4585766,86.93487065,235.718573,96,0.092370238
51D,23,51D_15,15,22.82412445,0.114543866,22.71951538,23.11172,295.9741244,178.3805617,233.4238774,227.9104133,259.2642935,97,0.392204615
51D,23,51D_20,20,25.43812363,0.04040997,25.38015385,25.51625333,298.5881236,177.5509426,248.0737247,169.0764176,243.1728945,96,0.136099487
51D,23,51D_25,25,28.3937365,0.085393973,28.30382,28.59303846,301.5437365,219.5908202,275.6117006,150.9039786,239.7673625,96,0.289218462
51D,23,51D_30,30,30.92679134,0.147844489,30.77786923,31.24833077,304.0767913,270.038692,302.0511432,141.0215173,244.8803675,96,0.470461538
51D,23,51D_35,35,33.90707307,0.047602304,33.86072308,34.01392308,307.0570731,329.3558359,323.0009852,125.2466341,256.6935586,96,0.1532
51D,23,51D_40,40,36.19727148,0.141819927,35.9934,36.45694615,309.3472715,319.51722,318.3572311,95.61760404,266.5100057,96,0.463546154
52D,23,52D_15,15,21.26071038,0.022001568,21.22121111,21.3041,294.4107104,105.620452,174.0217385,161.2866754,209.4020596,192,0.082888889
52D,23,52D_20,20,24.84657325,0.218597236,24.65454286,25.35208387,297.9965733,171.3233347,217.5143674,174.2887326,219.0630107,192,0.697541014
52D,23,52D_25,25,27.61437991,0.02865277,27.58252963,27.69847778,300.7643799,178.5325158,218.562225,133.6260075,195.6170608,192,0.115948148
52D,23,52D_30,30,30.74232844,0.042169509,30.68939259,30.81895806,303.8923284,228.9718803,237.8767015,121.9710694,193.5799513,192,0.129565472
52D,23,52D_35,35,33.99003057,0.084337776,33.915425,34.14758065,307.1400306,283.9211388,253.1061794,107.0291549,201.2954985,192,0.232155645
52D,23,52D_40,40,37.04262745,0.055730572,36.87237097,37.145325,310.1926275,375.5462917,279.5875222,102.964107,242.9383926,192,0.272954032
53D,23,53D_20,20,24.50888691,0.04163053,24.42414444,24.57630741,297.6588869,213.1269807,293.002973,225.17574,299.7880419,192,0.152162963
53D,23,53D_25,25,27.80592873,0.039681599,27.76215714,27.8787037,300.9559287,263.7122447,301.2516981,193.2728927,267.6859063,192,0.116546561
53D,23,53D_30,30,30.97866618,0.061854912,30.91554643,31.10829677,304.1286662,315.7634745,310.1940586,163.983579,251.2272464,192,0.192750346
53D,23,53D_35,35,33.98051086,0.135110348,33.85066786,34.26685333,307.1305109,407.2343368,369.898322,153.668304,294.1542808,192,0.416185476
53D,23,53D_40,40,36.7119498,0.090036617,36.60603929,36.92248214,309.8619498,462.8081198,409.7340113,131.302015,350.4431692,192,0.316442857
54D,23,54D_15,15,20.59529795,0.023791206,20.53880345,20.62258889,293.745298,84.68522828,162.4374802,139.5934983,202.420597,96,0.083785441
54D,23,54D_20,20,23.69553358,0.017861771,23.67248148,23.74291429,296.8455336,115.2093074,185.2832199,133.3823848,197.1139846,96,0.070432804
54D,23,54D_25,25,27.2915522,0.040907064,27.25173214,27.37271786,300.4415522,161.8960532,208.4342278,125.5534508,188.8975014,96,0.120985714
54D,23,54D_30,30,30.46764214,0.085252789,30.38245185,30.65866786,303.6176421,202.2056448,219.6605201,110.9472423,179.8417725,96,0.276216005
54D,23,54D_35,35,33.54610746,0.074965708,33.44402222,33.68636786,306.6961075,253.7588097,226.8392864,100.2453833,179.8591913,96,0.242345635
54D,23,54D_40,40,36.5354806,0.049145481,36.43124074,36.63440357,309.6854806,314.8476142,248.9034211,90.97196999,211.2351499,96,0.203162831
55D,23,55D_15,15,21.37317621,0.211168489,21.18466071,21.91370968,294.5231762,60.64725303,115.1633322,91.42477025,137.7669761,96,0.729048963
55D,23,55D_20,20,24.26748951,0.145049223,24.14807037,24.62522667,297.4174895,78.97561956,134.27794,85.7322934,138.9682984,96,0.477156296
55D,23,55D_25,25,27.18017768,0.059138585,27.11551481,27.29742903,300.3301777,101.7461366,151.915561,79.87988322,138.2835664,96,0.181914217
55D,23,55D_30,30,30.21499296,0.030805265,30.18026667,30.27615357,303.364993,120.515439,168.6633082,67.95231044,138.9236517,96,0.095886905
55D,23,55D_35,35,33.2092069,0.048414139,33.15106429,33.30835357,306.3592069,145.5108776,179.3808874,59.56807523,142.1096413,96,0.157289286
55D,23,55D_40,40,35.89236852,0.043377984,35.83035714,35.98140714,309.0423685,152.2543048,185.3426827,47.03029455,153.4701531,96,0.15105
56D,23,56D_20,20,23.77610553,0.163777332,23.6231,24.15802581,296.9261055,91.43967462,179.8546313,104.9060137,190.5902599,96,0.534925806
56D,23,56D_25,25,26.64437281,0.213444475,26.44624074,27.13499032,299.7943728,115.9028444,203.9588001,96.53765307,189.7444542,96,0.688749582
56D,23,56D_30,30,29.36098622,0.0232563,29.32390741,29.412625,302.5109862,141.2912487,228.4376787,87.38544836,192.6021502,96,0.088717593
56D,23,56D_35,35,33.3282188,0.116920007,33.2243,33.58352333,306.4782188,185.5442305,225.6771963,75.00584377,178.8150544,96,0.359223333
56D,23,56D_40,40,36.53302673,0.08941432,36.34072308,36.64929167,309.6830267,191.4971075,221.5349626,55.34518437,187.9887967,96,0.30856859
57D,23,57D_15,15,22.61010397,0.503841531,21.89615385,23.52735,295.760104,91.57670653,160.1958615,119.8818538,179.8559735,97,1.631196154
57D,23,57D_20,20,24.92657517,0.165331601,24.74928462,25.27930625,298.0765752,120.8248119,189.1712902,121.8209057,189.8133839,96,0.530021635
57D,23,57D_25,25,27.86807823,0.138814051,27.68745385,28.16776,301.0180782,154.8676844,213.7338459,112.7303033,189.4810717,96,0.480306154
57D,23,57D_30,30,30.40535162,0.143607228,30.25868462,30.66325385,303.5553516,187.9277471,228.1218315,103.808052,187.0395195,97,0.404569231
57D,23,57D_35,35,32.88321313,0.116501443,32.72293846,33.12065333,306.0332131,226.6098155,242.0911632,96.0291606,191.8520872,96,0.397714872
57D,23,57D_40,40,35.55625069,0.067664088,35.48130769,35.6776,308.7062507,258.2736396,247.7229093,82.62156205,202.9671931,96,0.196292308
58D,23,58D_15,15,22.29786622,0.183152675,22.08604615,22.71979375,295.4478662,84.27804994,151.4832807,114.3153349,172.7872884,97,0.633747596
58D,23,58D_20,20,24.94308382,0.262113057,24.67069231,25.49335,298.0930838,109.8560102,168.9692325,110.5573609,169.4134541,97,0.822657692
58D,23,58D_25,25,27.66989391,0.142256292,27.50525385,27.9775875,300.8198939,136.2562786,182.803293,101.3636162,163.2677145,97,0.472333654
58D,23,58D_30,30,30.45649136,0.121007432,30.36230769,30.74321875,303.6064914,169.2699983,195.3509921,92.98765584,159.9800244,97,0.380911058
58D,23,58D_35,35,33.07802902,0.072178364,33.00884615,33.24861333,306.228029,204.5499645,208.1613629,84.90868599,164.909838,97,0.239767179
58D,23,58D_40,40,35.65214882,0.016337171,35.61323846,35.68913077,308.8021488,239.7703908,220.4453146,75.9394213,181.1345817,97,0.075892308
5D,37,5D_15new,15,19.77907081,0.049619772,19.69740667,19.88997778,292.9290708,47.91371497,105.8089284,86.78742322,137.7181438,192,0.192571111
5D,37,5D_20,20,22.8462735,0.101611042,22.74471852,23.08298214,295.9962735,67.73848047,129.3095198,86.32984375,143.4649088,192,0.338263624
5D,37,5D_25,25,26.93670746,0.39820563,26.57316296,27.84513,300.0867075,141.4367431,171.7764488,114.0619567,157.898092,192,1.271967037
5D,37,5D_30,30,29.69535735,0.141938782,29.55311071,29.97726452,302.8453573,167.9702353,198.6696951,100.1853837,165.8935151,192,0.424153802
5D,37,5D_35,35,32.0741445,0.061960765,31.98841481,32.21657857,305.2241445,205.3177687,218.9753524,94.82719465,174.4606377,192,0.228163757
5D,37,5D_40,40,35.50159296,0.043247291,35.39297097,35.58924815,308.651593,297.9955971,279.2306316,95.87356736,228.4229427,192,0.19627718
60D,23,60D_15,15,20.81860809,0.126624127,20.72101852,21.11726129,293.9686081,98.8262055,190.865428,158.7700982,235.0578223,96,0.396242772
60D,23,60D_20,20,23.96505544,0.132644032,23.84711111,24.24489677,297.1150554,133.4921516,218.4387308,149.9263329,229.3701461,96,0.397785663
60D,23,60D_25,25,27.477351,0.372741308,27.14761786,28.28255333,300.627351,195.583798,255.5904163,148.6097144,229.9630269,96,1.134935476
60D,23,60D_30,30,30.15751115,0.081196783,30.0708037,30.35361786,303.3075112,221.0084394,273.0110195,125.3910559,225.1939558,96,0.282814153
60D,23,60D_35,35,33.18639486,0.134417619,33.0323069,33.465225,306.3363949,272.2276382,285.6318402,111.7118846,226.2810608,96,0.432918103
60D,23,60D_40,40,36.15509608,0.050443443,35.98947097,36.24131786,309.3050961,331.6491202,297.0945606,99.683846,248.3148368,96,0.251846889
62D,23,62D_35,35,34.04974458,0.085604166,33.95353846,34.20467143,307.1997446,342.8683677,322.193763,128.4400312,256.3896116,194,0.251132967
62D,23,62D_40,40,36.49308877,0.019645491,36.45011538,36.53145385,309.6430888,376.8119099,327.7068333,109.3552785,277.611738,192,0.081338462
63D,23,63D_15,15,23.62302443,0.026899747,23.59164615,23.67772,296.7730244,94.20730843,159.7501522,109.9632952,170.5528006,96,0.086073846
63D,23,63D_20,20,26.47762923,0.047884477,26.39191333,26.57746154,299.6276292,119.7152792,175.1171097,101.5695701,164.0526011,96,0.185548205
63D,23,63D_25,25,28.80629857,0.081801619,28.69776923,28.93633846,301.9562986,145.5018503,182.3859067,95.58725167,156.4705039,97,0.238569231
63D,23,63D_30,30,31.11073678,0.056738906,31.05648462,31.22260769,304.2607368,171.9525565,189.6839618,88.04147324,153.2437275,96,0.166123077
63D,23,63D_35,35,33.212008,0.137616662,33.09594615,33.48608125,306.362008,208.0174352,197.7193646,85.13125613,156.6381178,96,0.390135096
63D,23,63D_40,40,35.20899727,0.093722834,35.11083077,35.38616923,308.3589973,231.1878902,199.4668572,76.68707328,161.914802,96,0.275338462
64D,23,64D_15,15,23.57779302,0.081458269,23.49656154,23.73848571,296.727793,71.4714746,124.8449821,83.85185346,133.5823272,96,0.241924176
64D,23,64D_20,20,25.81842357,0.063368176,25.75276923,25.9497375,298.9684236,85.78943621,138.9653766,78.30827342,133.9335635,96,0.196968269
64D,23,64D_25,25,28.66079818,0.279753397,28.43951538,29.29076,301.8107982,111.7481517,156.5354224,74.58685335,134.9420436,97,0.851244615
64D,23,64D_30,30,30.62721501,0.110552109,30.52604615,30.89001333,303.777215,126.9220376,167.9857404,68.45313813,137.0424537,97,0.363967179
64D,23,64D_35,35,33.30134046,0.206165288,33.06774167,33.77723333,306.4513405,143.2734601,185.3437949,58.08292857,146.8497245,97,0.709491667
65D,23,65D_15,15,21.39200923,0.124862634,21.30044286,21.70063333,294.5420092,87.65920383,163.2026554,131.8600733,195.0438727,96,0.400190476
65D,23,65D_20,20,24.3855021,0.029186748,24.34578929,24.45002963,297.5355021,117.29617,194.2402785,125.654972,199.9009185,96,0.104240344
65D,23,65D_25,25,27.73936876,0.046809952,27.69484444,27.83434667,300.8893688,165.4033634,245.2628415,122.1116889,218.4791814,96,0.139502222
65D,23,65D_30,30,30.33381424,0.045144478,30.28222593,30.40453871,303.4838142,200.9780772,266.4804619,111.8768424,218.8603642,96,0.122312784
65D,23,65D_35,35,32.68747719,0.076154635,32.58913929,32.82648889,305.8374772,235.9046147,292.9422643,102.0672554,232.3158926,96,0.237349603
65D,23,65D_40,40,36.23997165,0.112142628,36.11764444,36.45706296,309.3899717,268.2733512,316.2949679,79.92739027,265.2171618,96,0.339418519
67D,23,67D_20,20,23.8435969,0.09056476,23.75993929,24.03921667,296.9935969,107.7499036,181.2037948,122.6816307,191.392264,96,0.279277381
67D,23,67D_25,25,27.03898325,0.078655283,26.97144074,27.21947419,300.1889833,140.894825,203.8101085,112.3501406,186.5712648,96,0.248033453
67D,23,67D_30,30,30.62104876,0.170088465,30.47945,31.01622903,303.7710488,194.4830761,231.1981932,104.9606555,188.6365461,96,0.536779032
67D,23,67D_35,35,33.00080297,0.101699481,32.90928571,33.19552,306.150803,231.7854658,245.3405055,97.00496787,194.3799489,96,0.286234286
67D,23,67D_40,40,35.30854046,0.120069805,35.18233571,35.59268571,308.4585405,269.4648289,261.6093724,88.45908854,212.8908431,96,0.41035
68D,23,68D_20,20,24.90943414,0.095720586,24.79576923,25.10535625,298.0594341,243.1674502,320.0782785,245.6426658,321.4194295,97,0.309587019
68D,23,68D_25,25,27.55493257,0.049335577,27.49126923,27.64391333,300.7049326,273.9686757,366.6414686,206.4008033,328.8964908,97,0.152644103
